DS_DATA_CURTA,HR_HORA,HORA,MINUTOS,PERÍODO,DS_RODOVIA,DS_MUNICIPIO_OCORRENCIA,SG_UF_LOCAL_OCORRENCIA,REGIÃO_OCORRENCIA,DS_TIPO_ENQTO,DS_COMPLEMENTO,CARGA_PADRÃO,QTDE OCORRÊNCIAS,,,
01/04/24,5,0.208333333,300,Noite,Não Informado,BELO HORIZONTE,MG,Sudeste,Roubo,De Carga de Combustíveis,Combustíveis,1,,,
01/04/24,10,0.416666667,600,Manhã,116,SANTA RITA DE MINAS,MG,Sudeste,Roubo,De Carga de Eletrodomésticos,Eletrodomésticos,1,,,
01/04/24,10,0.416666667,600,Manhã,116,SANTA RITA DE MINAS,MG,Sudeste,Roubo,De Carga de Eletroeletrônicos,Eletroeletrônicos,1,,,
01/04/24,5,0.208333333,300,Noite,163,NAVIRAI,MS,Centro-Oeste,Furto,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
01/04/24,21,0.875,1260,Noite,116,CAJATI,SP,Sudeste,Furto,de Carga de Bebidas,Bebidas,1,,,
02/04/24,2,0.083333333,120,Noite,381,ESTIVA,MG,Sudeste,Furto,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
02/04/24,3,0.125,180,Noite,381,CAMANDUCAIA,MG,Sudeste,Furto,Saque de Carga,Saque de Carga,1,,,
02/04/24,0,0,0,Noite,381,EXTREMA,MG,Sudeste,Roubo,De Carga de Medicamentos,Medicamentos,1,,,
03/04/24,18,0.75,1080,Noite,381,SAO GONCALO DO RIO ABAIXO,MG,Sudeste,Furto,De Carga de Alimentos,Alimentos,1,,,
03/04/24,3,0.125,180,Noite,040,CONTAGEM,MG,Sudeste,Furto,de Carga de Bebidas,Bebidas,1,,,
03/04/24,20,0.833333333,1200,Noite,376,MAUA DA SERRA,PR,Sul,Furto,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
03/04/24,20,0.833333333,1200,Noite,376,MAUA DA SERRA,PR,Sul,Furto,De Carga de Alimentos,Alimentos,1,,,
04/04/24,2,0.083333333,120,Noite,381,ITAGUARA,MG,Sudeste,Furto,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
04/04/24,20,0.833333333,1200,Noite,381,CAMBUI,MG,Sudeste,Furto,Saque de Carga,Saque de Carga,1,,,
04/04/24,14,0.583333333,840,Tarde,116,MIRACATU,SP,Sudeste,Roubo,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
05/04/24,1,0.041666667,60,Noite,040,ITABIRITO,MG,Sudeste,Furto,De Carga de Alimentos,Alimentos,1,,,
05/04/24,1,0.041666667,60,Noite,381,EXTREMA,MG,Sudeste,Furto,Saque de Carga,Saque de Carga,1,,,
05/04/24,12,0.5,720,Tarde,277,SAO MIGUEL DO IGUACU,PR,Sul,Roubo,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
05/04/24,10,0.416666667,600,Manhã,116,NOVA IGUACU,RJ,Sudeste,Roubo,De Carga de Cigarros,Cigarros,1,,,
05/04/24,18,0.75,1080,Noite,158,CRUZ ALTA,RS,Sul,Roubo,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
05/04/24,3,0.125,180,Noite,116,BARRA DO TURVO,SP,Sudeste,Furto,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
05/04/24,0,0,0,Noite,153,ALIANCA DO TOCANTINS,TO,Norte,Furto,Saque de Carga,Saque de Carga,1,,,
06/04/24,2,0.083333333,120,Noite,116,PACAJUS,CE,Nordeste,Roubo,De Carga de Valores,Valores,1,,,
06/04/24,21,0.875,1260,Noite,116,PARIQUERA-ACU,SP,Sudeste,Roubo,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
07/04/24,16,0.666666667,960,Tarde,262,CAMPOS ALTOS,MG,Sudeste,Furto,De Carga de Alimentos,Alimentos,1,,,
07/04/24,17,0.708333333,1020,Tarde,116,CAMPINA GRANDE DO SUL,PR,Sul,Furto,Saque de Carga,Saque de Carga,1,,,
08/04/24,2,0.083333333,120,Noite,040,CARANDAI,MG,Sudeste,Furto,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
08/04/24,22,0.916666667,1320,Noite,381,NOVA ERA,MG,Sudeste,Roubo,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
08/04/24,18,0.75,1080,Noite,381,SABARA,MG,Sudeste,Roubo,De Carga de Alimentos,Alimentos,1,,,
08/04/24,21,0.875,1260,Noite,232,PESQUEIRA,PE,Nordeste,Roubo,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
08/04/24,15,0.625,900,Tarde,376,ORTIGUEIRA,PR,Sul,Furto,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
08/04/24,9,0.375,540,Manhã,116,CAMPINA GRANDE DO SUL,PR,Sul,Roubo,Saque de Carga,Saque de Carga,1,,,
08/04/24,18,0.75,1080,Noite,153,ALVORADA,TO,Norte,Roubo,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
09/04/24,2,0.083333333,120,Noite,381,CAMANDUCAIA,MG,Sudeste,Furto,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
09/04/24,5,0.208333333,300,Noite,376,TIJUCAS DO SUL,PR,Sul,Furto,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
09/04/24,0,0,0,Noite,277,BALSA NOVA,PR,Sul,Roubo,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
09/04/24,6,0.25,360,Manhã,101,MARUIM,SE,Nordeste,Roubo,Saque de Carga,Saque de Carga,1,,,
09/04/24,18,0.75,1080,Noite,116,MIRACATU,SP,Sudeste,Roubo,De Carga de Alimentos,Alimentos,1,,,
10/04/24,2,0.083333333,120,Noite,101,FLEXEIRAS,AL,Nordeste,Roubo,Saque de Carga,Saque de Carga,1,,,
10/04/24,23,0.958333333,1380,Noite,381,CAMBUI,MG,Sudeste,Furto,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
10/04/24,3,0.125,180,Noite,381,IGARAPE,MG,Sudeste,Furto,de Carga de Bebidas,Bebidas,1,,,
10/04/24,2,0.083333333,120,Noite,381,BELA VISTA DE MINAS,MG,Sudeste,Roubo,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
10/04/24,20,0.833333333,1200,Noite,262,SAO DOMINGOS DO PRATA,MG,Sudeste,Roubo,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
10/04/24,17,0.708333333,1020,Tarde,277,PARANAGUA,PR,Sul,Furto,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
10/04/24,11,0.458333333,660,Manhã,040,DUQUE DE CAXIAS,RJ,Sudeste,Roubo,de Carga de Bebidas,Bebidas,1,,,
10/04/24,9,0.375,540,Manhã,116,NOVA IGUACU,RJ,Sudeste,Roubo,De Carga de Cigarros,Cigarros,1,,,
11/04/24,18,0.75,1080,Noite,324,FEIRA DE SANTANA,BA,Nordeste,Roubo,De Carga de Alimentos,Alimentos,1,,,
11/04/24,18,0.75,1080,Noite,040,PARAOPEBA,MG,Sudeste,Furto,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
11/04/24,3,0.125,180,Noite,381,SAO GONCALO DO SAPUCAI,MG,Sudeste,Furto,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
11/04/24,9,0.375,540,Manhã,381,CONTAGEM,MG,Sudeste,Furto,De Carga de Alimentos,Alimentos,1,,,
11/04/24,0,0,0,Noite,381,ANTONIO DIAS,MG,Sudeste,Furto,De Carga de Eletrodomésticos,Eletrodomésticos,1,,,
11/04/24,15,0.625,900,Tarde,376,ORTIGUEIRA,PR,Sul,Furto,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
11/04/24,13,0.541666667,780,Tarde,153,OLIVEIRA DE FATIMA,TO,Norte,Roubo,De Carga de Eletrodomésticos,Eletrodomésticos,1,,,
12/04/24,4,0.166666667,240,Noite,Não Informado,UBERABA,MG,Sudeste,Roubo,De Carga de Alimentos,Alimentos,1,,,
13/04/24,8,0.333333333,480,Manhã,116,FORTALEZA,CE,Nordeste,Roubo,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
13/04/24,14,0.583333333,840,Tarde,376,MAUA DA SERRA,PR,Sul,Furto,De Carga de Alimentos,Alimentos,1,,,
13/04/24,19,0.791666667,1140,Noite,116,CAJATI,SP,Sudeste,Furto,Saque de Carga,Saque de Carga,1,,,
14/04/24,6,0.25,360,Manhã,116,RIO DE JANEIRO,RJ,Sudeste,Roubo,De Carga de Alimentos,Alimentos,1,,,
15/04/24,14,0.583333333,840,Tarde,101,JOAQUIM GOMES,AL,Nordeste,Roubo,De Carga de Alimentos,Alimentos,1,,,
15/04/24,3,0.125,180,Noite,381,RIO MANSO,MG,Sudeste,Furto,De Carga de Alimentos,Alimentos,1,,,
15/04/24,21,0.875,1260,Noite,381,CAMBUI,MG,Sudeste,Furto,de Carga de Bebidas,Bebidas,1,,,
15/04/24,22,0.916666667,1320,Noite,381,CAMBUI,MG,Sudeste,Furto,Saque de Carga,Saque de Carga,1,,,
15/04/24,22,0.916666667,1320,Noite,251,GRAO MOGOL,MG,Sudeste,Roubo,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
15/04/24,7,0.291666667,420,Manhã,381,SANTO ANTONIO DO AMPARO,MG,Sudeste,Roubo,Saque de Carga,Saque de Carga,1,,,
15/04/24,9,0.375,540,Manhã,010,PARAGOMINAS,PA,Norte,Furto,Saque de Carga,Saque de Carga,1,,,
15/04/24,13,0.541666667,780,Tarde,116,CAJATI,SP,Sudeste,Furto,De Carga de Alimentos,Alimentos,1,,,
15/04/24,16,0.666666667,960,Tarde,116,JUQUITIBA,SP,Sudeste,Roubo,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
15/04/24,17,0.708333333,1020,Tarde,116,MIRACATU,SP,Sudeste,Roubo,De Carga de Eletroeletrônicos,Eletroeletrônicos,1,,,
16/04/24,18,0.75,1080,Noite,101,URUCUCA,BA,Nordeste,Furto,de Carga de Bebidas,Bebidas,1,,,
16/04/24,3,0.125,180,Noite,153,FRUTAL,MG,Sudeste,Furto,De Carga de Alimentos,Alimentos,1,,,
16/04/24,5,0.208333333,300,Noite,116,CAMPINA GRANDE DO SUL,PR,Sul,Furto,de Carga de Bebidas,Bebidas,1,,,
17/04/24,4,0.166666667,240,Noite,101,ITAPEBI,BA,Nordeste,Roubo,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
17/04/24,7,0.291666667,420,Manhã,101,SANTA RITA,PB,Nordeste,Roubo,De Carga de Cigarros,Cigarros,1,,,
17/04/24,15,0.625,900,Tarde,116,BARRA MANSA,RJ,Sudeste,Roubo,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
17/04/24,16,0.666666667,960,Tarde,116,BARRA DO TURVO,SP,Sudeste,Furto,Saque de Carga,Saque de Carga,1,,,
18/04/24,12,0.5,720,Tarde,116,CAMPINA GRANDE DO SUL,PR,Sul,Furto,De Carga de Eletrodomésticos,Eletrodomésticos,1,,,
18/04/24,3,0.125,180,Noite,Não Informado,CANAS,SP,Sudeste,Roubo,De Carga de Eletroeletrônicos,Eletroeletrônicos,1,,,
19/04/24,15,0.625,900,Tarde,101,BUERAREMA,BA,Nordeste,Furto,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
19/04/24,2,0.083333333,120,Noite,381,ITATIAIUCU,MG,Sudeste,Furto,De Carga de Alimentos,Alimentos,1,,,
19/04/24,2,0.083333333,120,Noite,251,CACHOEIRA DE PAJEU,MG,Sudeste,Roubo,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
19/04/24,11,0.458333333,660,Manhã,101,PEDRAS DE FOGO,PB,Nordeste,Roubo,De Carga de Eletroeletrônicos,Eletroeletrônicos,1,,,
19/04/24,2,0.083333333,120,Noite,116,CAJATI,SP,Sudeste,Roubo,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
20/04/24,3,0.125,180,Noite,381,BOM JESUS DO AMPARO,MG,Sudeste,Furto,de Carga de Bebidas,Bebidas,1,,,
20/04/24,2,0.083333333,120,Noite,153,CANAPOLIS,MG,Sudeste,Furto,De Carga de Eletrodomésticos,Eletrodomésticos,1,,,
20/04/24,10,0.416666667,600,Manhã,381,CARMO DA CACHOEIRA,MG,Sudeste,Furto,Saque de Carga,Saque de Carga,1,,,
21/04/24,23,0.958333333,1380,Noite,381,SAO GONCALO DO RIO ABAIXO,MG,Sudeste,Roubo,De Carga de Alimentos,Alimentos,1,,,
21/04/24,22,0.916666667,1320,Noite,277,CATANDUVAS,PR,Sul,Roubo,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
22/04/24,5,0.208333333,300,Noite,381,ITAGUARA,MG,Sudeste,Furto,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
22/04/24,3,0.125,180,Noite,381,OLIVEIRA,MG,Sudeste,Furto,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
22/04/24,10,0.416666667,600,Manhã,116,CATUJI,MG,Sudeste,Furto,De Carga de Alimentos,Alimentos,1,,,
22/04/24,21,0.875,1260,Noite,381,EXTREMA,MG,Sudeste,Furto,De Carga de Alimentos,Alimentos,1,,,
22/04/24,10,0.416666667,600,Manhã,381,ITAPEVA,MG,Sudeste,Furto,De Carga de Alimentos,Alimentos,1,,,
22/04/24,2,0.083333333,120,Noite,153,CANAPOLIS,MG,Sudeste,Furto,De Carga de Eletrodomésticos,Eletrodomésticos,1,,,
22/04/24,11,0.458333333,660,Manhã,116,ALEM PARAIBA,MG,Sudeste,Furto,Saque de Carga,Saque de Carga,1,,,
22/04/24,11,0.458333333,660,Manhã,381,CAMBUI,MG,Sudeste,Furto,Saque de Carga,Saque de Carga,1,,,
22/04/24,22,0.916666667,1320,Noite,381,SAO GONCALO DO RIO ABAIXO,MG,Sudeste,Roubo,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
22/04/24,16,0.666666667,960,Tarde,116,BARRA DO TURVO,SP,Sudeste,Furto,De Carga de Alimentos,Alimentos,1,,,
22/04/24,10,0.416666667,600,Manhã,116,CAJATI,SP,Sudeste,Furto,De Carga de Alimentos,Alimentos,1,,,
22/04/24,8,0.333333333,480,Manhã,381,SAO PAULO,SP,Sudeste,Roubo,De Carga de Valores,Valores,1,,,
23/04/24,3,0.125,180,Noite,381,JAGUARACU,MG,Sudeste,Furto,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
23/04/24,1,0.041666667,60,Noite,381,BOM JESUS DO AMPARO,MG,Sudeste,Furto,De Carga de Alimentos,Alimentos,1,,,
23/04/24,6,0.25,360,Manhã,251,FRANCISCO SA,MG,Sudeste,Furto,De Carga de Alimentos,Alimentos,1,,,
23/04/24,0,0,0,Noite,365,VARJAO DE MINAS,MG,Sudeste,Furto,De Carga de Alimentos,Alimentos,1,,,
23/04/24,9,0.375,540,Manhã,010,MAE DO RIO,PA,Norte,Furto,De Carga de Eletroeletrônicos,Eletroeletrônicos,1,,,
23/04/24,22,0.916666667,1320,Noite,101,SAO JOSE DE MIPIBU,RN,Nordeste,Roubo,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
23/04/24,7,0.291666667,420,Manhã,290,SANTANA DA BOA VISTA,RS,Sul,Furto,Saque de Carga,Saque de Carga,1,,,
23/04/24,16,0.666666667,960,Tarde,116,JUQUITIBA,SP,Sudeste,Furto,De Carga de Eletrodomésticos,Eletrodomésticos,1,,,
23/04/24,16,0.666666667,960,Tarde,116,JUQUITIBA,SP,Sudeste,Furto,De Carga de Medicamentos,Medicamentos,1,,,
24/04/24,10,0.416666667,600,Manhã,153,MORRINHOS,GO,Centro-Oeste,Furto,De Carga de Alimentos,Alimentos,1,,,
24/04/24,0,0,0,Noite,381,ANTONIO DIAS,MG,Sudeste,Furto,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
24/04/24,3,0.125,180,Noite,040,CAPIM BRANCO,MG,Sudeste,Furto,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
24/04/24,4,0.166666667,240,Noite,381,OLIVEIRA,MG,Sudeste,Roubo,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
24/04/24,2,0.083333333,120,Noite,381,SANTO ANTONIO DO AMPARO,MG,Sudeste,Roubo,De Carga de Alimentos,Alimentos,1,,,
24/04/24,22,0.916666667,1320,Noite,262,SAO DOMINGOS DO PRATA,MG,Sudeste,Roubo,De Carga de Alimentos,Alimentos,1,,,
24/04/24,5,0.208333333,300,Noite,101,SANTA LUZIA DO ITANHY,SE,Nordeste,Furto,de Carga de Bebidas,Bebidas,1,,,
24/04/24,15,0.625,900,Tarde,116,MIRACATU,SP,Sudeste,Roubo,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
25/04/24,1,0.041666667,60,Noite,381,ESTIVA,MG,Sudeste,Furto,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
25/04/24,10,0.416666667,600,Manhã,365,MONTES CLAROS,MG,Sudeste,Furto,Saque de Carga,Saque de Carga,1,,,
25/04/24,21,0.875,1260,Noite,381,BOM JESUS DO AMPARO,MG,Sudeste,Roubo,De Carga de Combustíveis,Combustíveis,1,,,
25/04/24,3,0.125,180,Noite,381,CAMANDUCAIA,MG,Sudeste,Roubo,De Carga de Medicamentos,Medicamentos,1,,,
25/04/24,16,0.666666667,960,Tarde,277,BALSA NOVA,PR,Sul,Roubo,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
25/04/24,2,0.083333333,120,Noite,369,CORBELIA,PR,Sul,Roubo,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
25/04/24,2,0.083333333,120,Noite,376,ORTIGUEIRA,PR,Sul,Roubo,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
25/04/24,1,0.041666667,60,Noite,116,CAMPINA GRANDE DO SUL,PR,Sul,Roubo,de Carga de Agrotóxicos,Agrotóxicos,1,,,
26/04/24,3,0.125,180,Noite,381,ANTONIO DIAS,MG,Sudeste,Furto,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
26/04/24,5,0.208333333,300,Noite,381,CAETE,MG,Sudeste,Furto,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
26/04/24,10,0.416666667,600,Manhã,381,ITATIAIUCU,MG,Sudeste,Furto,de Carga de Bebidas,Bebidas,1,,,
26/04/24,15,0.625,900,Tarde,116,CATUJI,MG,Sudeste,Furto,Saque de Carga,Saque de Carga,1,,,
26/04/24,3,0.125,180,Noite,153,CANAPOLIS,MG,Sudeste,Roubo,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
26/04/24,3,0.125,180,Noite,251,CACHOEIRA DE PAJEU,MG,Sudeste,Roubo,De Carga de Alimentos,Alimentos,1,,,
26/04/24,5,0.208333333,300,Noite,116,CAJATI,SP,Sudeste,Furto,De Carga dos Correios,Correios,1,,,
26/04/24,5,0.208333333,300,Noite,116,CAJATI,SP,Sudeste,Furto,Saque de Carga,Saque de Carga,1,,,
26/04/24,18,0.75,1080,Noite,116,CAJATI,SP,Sudeste,Furto,Saque de Carga,Saque de Carga,1,,,
26/04/24,5,0.208333333,300,Noite,116,MIRACATU,SP,Sudeste,Roubo,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
27/04/24,15,0.625,900,Tarde,116,CHORROCHO,BA,Nordeste,Roubo,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
27/04/24,3,0.125,180,Noite,153,CANAPOLIS,MG,Sudeste,Furto,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
27/04/24,23,0.958333333,1380,Noite,116,CAMPINA GRANDE DO SUL,PR,Sul,Roubo,Saque de Carga,Saque de Carga,1,,,
27/04/24,21,0.875,1260,Noite,153,OURINHOS,SP,Sudeste,Roubo,De Carga de Alimentos,Alimentos,1,,,
28/04/24,7,0.291666667,420,Manhã,116,MANOEL VITORINO,BA,Nordeste,Furto,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
28/04/24,4,0.166666667,240,Noite,381,SANTA LUZIA,MG,Sudeste,Furto,Saque de Carga,Saque de Carga,1,,,
28/04/24,20,0.833333333,1200,Noite,251,CACHOEIRA DE PAJEU,MG,Sudeste,Roubo,Saque de Carga,Saque de Carga,1,,,
28/04/24,23,0.958333333,1380,Noite,116,MIRACATU,SP,Sudeste,Roubo,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
29/04/24,5,0.208333333,300,Noite,153,CANAPOLIS,MG,Sudeste,Furto,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
29/04/24,4,0.166666667,240,Noite,381,SAO GONCALO DO SAPUCAI,MG,Sudeste,Furto,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
29/04/24,0,0,0,Noite,381,SAO GONCALO DO SAPUCAI,MG,Sudeste,Furto,Saque de Carga,Saque de Carga,1,,,
29/04/24,18,0.75,1080,Noite,381,SAO GONCALO DO RIO ABAIXO,MG,Sudeste,Roubo,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
29/04/24,23,0.958333333,1380,Noite,381,ANTONIO DIAS,MG,Sudeste,Roubo,De Carga de Alimentos,Alimentos,1,,,
29/04/24,1,0.041666667,60,Noite,381,OLIVEIRA,MG,Sudeste,Roubo,de Carga de Bebidas,Bebidas,1,,,
29/04/24,18,0.75,1080,Noite,116,BARRA DO TURVO,SP,Sudeste,Furto,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
29/04/24,8,0.333333333,480,Manhã,116,CAJATI,SP,Sudeste,Furto,De Carga de Alimentos,Alimentos,1,,,
29/04/24,7,0.291666667,420,Manhã,116,PINDAMONHANGABA,SP,Sudeste,Furto,De Carga de Eletroeletrônicos,Eletroeletrônicos,1,,,
30/04/24,1,0.041666667,60,Noite,381,ANTONIO DIAS,MG,Sudeste,Roubo,De Carga de Alimentos,Alimentos,1,,,
30/04/24,7,0.291666667,420,Manhã,116,CAMPINA GRANDE DO SUL,PR,Sul,Roubo,Saque de Carga,Saque de Carga,1,,,
30/04/24,9,0.375,540,Manhã,116,PIRAI,RJ,Sudeste,Furto,de Carga de Bebidas,Bebidas,1,,,
30/04/24,23,0.958333333,1380,Noite,235,NOSSA SENHORA DO SOCORRO,SE,Nordeste,Furto,De Carga de Combustíveis,Combustíveis,1,,,
30/04/24,19,0.791666667,1140,Noite,116,CAJATI,SP,Sudeste,Furto,De Carga de Alimentos,Alimentos,1,,,
01/05/24,3,0.125,180,Noite,153,CANAPOLIS,MG,Sudeste,Furto,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
01/05/24,3,0.125,180,Noite,153,CENTRALINA,MG,Sudeste,Furto,De Carga dos Correios,Correios,1,,,
01/05/24,9,0.375,540,Manhã,381,LAVRAS,MG,Sudeste,Furto,Saque de Carga,Saque de Carga,1,,,
01/05/24,15,0.625,900,Tarde,Não Informado,DOM ELISEU,PA,Norte,Furto,De Carga de Alimentos,Alimentos,1,,,
02/05/24,15,0.625,900,Tarde,116,MANOEL VITORINO,BA,Nordeste,Furto,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
02/05/24,11,0.458333333,660,Manhã,116,SANTO ESTEVAO,BA,Nordeste,Furto,Saque de Carga,Saque de Carga,1,,,
02/05/24,2,0.083333333,120,Noite,101,IBIRAPITANGA,BA,Nordeste,Roubo,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
02/05/24,3,0.125,180,Noite,Não Informado,BOM JARDIM DE GOIAS,GO,Centro-Oeste,Furto,De Carga de Alimentos,Alimentos,1,,,
02/05/24,3,0.125,180,Noite,262,JUATUBA,MG,Sudeste,Furto,de Carga de Bebidas,Bebidas,1,,,
02/05/24,2,0.083333333,120,Noite,251,SANTA CRUZ DE SALINAS,MG,Sudeste,Roubo,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
02/05/24,13,0.541666667,780,Tarde,050,UBERABA,MG,Sudeste,Roubo,De Carga de Medicamentos,Medicamentos,1,,,
02/05/24,19,0.791666667,1140,Noite,153,VENTANIA,PR,Sul,Roubo,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
02/05/24,16,0.666666667,960,Tarde,116,CAJATI,SP,Sudeste,Furto,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
02/05/24,17,0.708333333,1020,Tarde,116,CAJATI,SP,Sudeste,Furto,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
02/05/24,16,0.666666667,960,Tarde,116,CAJATI,SP,Sudeste,Furto,Saque de Carga,Saque de Carga,1,,,
02/05/24,15,0.625,900,Tarde,116,PINDAMONHANGABA,SP,Sudeste,Roubo,De Carga de Alimentos,Alimentos,1,,,
03/05/24,1,0.041666667,60,Noite,381,ITATIAIUCU,MG,Sudeste,Furto,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
03/05/24,3,0.125,180,Noite,381,RIO MANSO,MG,Sudeste,Furto,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
03/05/24,3,0.125,180,Noite,153,MONTE ALEGRE DE MINAS,MG,Sudeste,Furto,Saque de Carga,Saque de Carga,1,,,
03/05/24,12,0.5,720,Tarde,381,SABARA,MG,Sudeste,Roubo,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
03/05/24,15,0.625,900,Tarde,116,TEOFILO OTONI,MG,Sudeste,Roubo,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
03/05/24,1,0.041666667,60,Noite,381,SAO GONCALO DO RIO ABAIXO,MG,Sudeste,Roubo,De Carga de Alimentos,Alimentos,1,,,
03/05/24,0,0,0,Noite,376,TIBAGI,PR,Sul,Roubo,De Carga de Alimentos,Alimentos,1,,,
03/05/24,3,0.125,180,Noite,101,GARUVA,SC,Sul,Roubo,De Carga de Alimentos,Alimentos,1,,,
03/05/24,16,0.666666667,960,Tarde,116,CAJATI,SP,Sudeste,Furto,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
04/05/24,9,0.375,540,Manhã,381,EXTREMA,MG,Sudeste,Furto,Saque de Carga,Saque de Carga,1,,,
04/05/24,9,0.375,540,Manhã,070,PRIMAVERA DO LESTE,MT,Centro-Oeste,Furto,De Carga de Alimentos,Alimentos,1,,,
05/05/24,11,0.458333333,660,Manhã,101,ILHEUS,BA,Nordeste,Roubo,de Carga de Gado/Outros Animais,Gado/Outros Animais,1,,,
05/05/24,3,0.125,180,Noite,101,MIMOSO DO SUL,ES,Sudeste,Furto,Saque de Carga,Saque de Carga,1,,,
05/05/24,10,0.416666667,600,Manhã,251,GRAO MOGOL,MG,Sudeste,Roubo,De Carga de Alimentos,Alimentos,1,,,
05/05/24,4,0.166666667,240,Noite,230,GURINHEM,PB,Nordeste,Roubo,De Carga de Alimentos,Alimentos,1,,,
05/05/24,14,0.583333333,840,Tarde,376,ORTIGUEIRA,PR,Sul,Furto,De Carga de Alimentos,Alimentos,1,,,
06/05/24,4,0.166666667,240,Noite,381,TRES CORACOES,MG,Sudeste,Furto,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
06/05/24,2,0.083333333,120,Noite,153,CANAPOLIS,MG,Sudeste,Roubo,De Carga de Alimentos,Alimentos,1,,,
06/05/24,21,0.875,1260,Noite,262,SAO DOMINGOS DO PRATA,MG,Sudeste,Roubo,De Carga de Alimentos,Alimentos,1,,,
