DS_DATA_CURTA,HR_HORA,HORA,MINUTOS,PERÍODO,DS_RODOVIA,DS_MUNICIPIO_OCORRENCIA,SG_UF_LOCAL_OCORRENCIA,REGIÃO_OCORRENCIA,DS_TIPO_ENQTO,DS_COMPLEMENTO,CARGA_PADRÃO,QTDE OCORRÊNCIAS,,,
26/06/24,22,0.916666667,1320,Noite,251,SALINAS,MG,Sudeste,Furto,Saque de Carga,Saque de Carga,1,,,
26/06/24,1,0.041666667,60,Noite,381,ANTONIO DIAS,MG,Sudeste,Roubo,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
26/06/24,6,0.25,360,Manhã,153,ARAPORA,MG,Sudeste,Roubo,De Carga de Medicamentos,Medicamentos,1,,,
26/06/24,1,0.041666667,60,Noite,101,RIO BONITO,RJ,Sudeste,Roubo,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
26/06/24,18,0.75,1080,Noite,392,SANTANA DA BOA VISTA,RS,Sul,Furto,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
26/06/24,20,0.833333333,1200,Noite,116,CAJATI,SP,Sudeste,Furto,De Carga de Alimentos,Alimentos,1,,,
27/06/24,18,0.75,1080,Noite,101,PILAR,AL,Nordeste,Furto,De Carga de Alimentos,Alimentos,1,,,
27/06/24,0,0,0,Noite,381,CAMBUI,MG,Sudeste,Furto,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
27/06/24,20,0.833333333,1200,Noite,381,SABARA,MG,Sudeste,Furto,De Carga de Alimentos,Alimentos,1,,,
27/06/24,2,0.083333333,120,Noite,251,SANTA CRUZ DE SALINAS,MG,Sudeste,Roubo,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
27/06/24,1,0.041666667,60,Noite,381,POUSO ALEGRE,MG,Sudeste,Roubo,De Carga de Alimentos,Alimentos,1,,,
27/06/24,20,0.833333333,1200,Noite,277,PARANAGUA,PR,Sul,Furto,De Carga de Alimentos,Alimentos,1,,,
27/06/24,0,0,0,Noite,381,ATIBAIA,SP,Sudeste,Furto,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
28/06/24,2,0.083333333,120,Noite,324,GAVIAO,BA,Nordeste,Roubo,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
28/06/24,6,0.25,360,Manhã,040,ESMERALDAS,MG,Sudeste,Furto,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
28/06/24,5,0.208333333,300,Noite,365,JEQUITAI,MG,Sudeste,Roubo,De Carga de Alimentos,Alimentos,1,,,
29/06/24,2,0.083333333,120,Noite,Não Informado,MONTES CLAROS,MG,Sudeste,Furto,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
29/06/24,12,0.5,720,Tarde,116,FREI INOCENCIO,MG,Sudeste,Furto,de Carga de Bebidas,Bebidas,1,,,
29/06/24,19,0.791666667,1140,Noite,050,UBERABA,MG,Sudeste,Roubo,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
29/06/24,21,0.875,1260,Noite,050,UBERABA,MG,Sudeste,Roubo,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
30/06/24,13,0.541666667,780,Tarde,101,ICONHA,ES,Sudeste,Roubo,De Carga de Alimentos,Alimentos,1,,,
01/07/24,1,0.041666667,60,Noite,262,JUATUBA,MG,Sudeste,Furto,De Carga de Alimentos,Alimentos,1,,,
01/07/24,4,0.166666667,240,Noite,050,UBERABA,MG,Sudeste,Roubo,De Carga de Alimentos,Alimentos,1,,,
01/07/24,20,0.833333333,1200,Noite,116,CAMPINA GRANDE DO SUL,PR,Sul,Furto,Saque de Carga,Saque de Carga,1,,,
01/07/24,1,0.041666667,60,Noite,116,BARRA DO TURVO,SP,Sudeste,Furto,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
01/07/24,19,0.791666667,1140,Noite,116,JUQUITIBA,SP,Sudeste,Roubo,de Carga de Bebidas,Bebidas,1,,,
01/07/24,8,0.333333333,480,Manhã,116,GUARAREMA,SP,Sudeste,Roubo,De Carga de Eletroeletrônicos,Eletroeletrônicos,1,,,
02/07/24,2,0.083333333,120,Noite,040,CONTAGEM,MG,Sudeste,Furto,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
02/07/24,3,0.125,180,Noite,Não Informado,CANAPOLIS,MG,Sudeste,Furto,Saque de Carga,Saque de Carga,1,,,
02/07/24,1,0.041666667,60,Noite,381,BETIM,MG,Sudeste,Roubo,De Carga de Alimentos,Alimentos,1,,,
02/07/24,8,0.333333333,480,Manhã,408,JABOATAO DOS GUARARAPES,PE,Nordeste,Roubo,De Carga de Alimentos,Alimentos,1,,,
02/07/24,23,0.958333333,1380,Noite,376,MAUA DA SERRA,PR,Sul,Furto,De Carga de Alimentos,Alimentos,1,,,
02/07/24,3,0.125,180,Noite,Não Informado,TIJUCAS DO SUL,PR,Sul,Furto,De Carga de Medicamentos,Medicamentos,1,,,
03/07/24,5,0.208333333,300,Noite,101,MIMOSO DO SUL,ES,Sudeste,Furto,De Carga de Alimentos,Alimentos,1,,,
03/07/24,2,0.083333333,120,Noite,381,CAMBUI,MG,Sudeste,Furto,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
03/07/24,22,0.916666667,1320,Noite,381,LAVRAS,MG,Sudeste,Furto,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
03/07/24,3,0.125,180,Noite,040,CAPIM BRANCO,MG,Sudeste,Furto,De Carga de Alimentos,Alimentos,1,,,
03/07/24,17,0.708333333,1020,Tarde,262,SAO DOMINGOS DO PRATA,MG,Sudeste,Roubo,De Carga de Alimentos,Alimentos,1,,,
03/07/24,12,0.5,720,Tarde,116,JUQUITIBA,SP,Sudeste,Roubo,Saque de Carga,Saque de Carga,1,,,
04/07/24,0,0,0,Noite,381,CAMANDUCAIA,MG,Sudeste,Furto,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
04/07/24,2,0.083333333,120,Noite,040,CAPIM BRANCO,MG,Sudeste,Furto,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
04/07/24,16,0.666666667,960,Tarde,267,MARIPA DE MINAS,MG,Sudeste,Furto,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
04/07/24,4,0.166666667,240,Noite,381,ANTONIO DIAS,MG,Sudeste,Furto,De Carga de Alimentos,Alimentos,1,,,
04/07/24,2,0.083333333,120,Noite,040,ITABIRITO,MG,Sudeste,Furto,De Carga de Alimentos,Alimentos,1,,,
04/07/24,3,0.125,180,Noite,381,ANTONIO DIAS,MG,Sudeste,Furto,De Carga de Eletroeletrônicos,Eletroeletrônicos,1,,,
04/07/24,15,0.625,900,Tarde,277,NOVA LARANJEIRAS,PR,Sul,Furto,De Carga de Alimentos,Alimentos,1,,,
04/07/24,18,0.75,1080,Noite,277,PARANAGUA,PR,Sul,Furto,Saque de Carga,Saque de Carga,1,,,
04/07/24,20,0.833333333,1200,Noite,Não Informado,PARANAGUA,PR,Sul,Furto,Saque de Carga,Saque de Carga,1,,,
04/07/24,1,0.041666667,60,Noite,376,IPIRANGA,PR,Sul,Roubo,De Carga de Alimentos,Alimentos,1,,,
05/07/24,10,0.416666667,600,Manhã,101,MESSIAS,AL,Nordeste,Furto,De Carga de Eletrodomésticos,Eletrodomésticos,1,,,
05/07/24,1,0.041666667,60,Noite,381,ANTONIO DIAS,MG,Sudeste,Roubo,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
05/07/24,19,0.791666667,1140,Noite,116,CAJATI,SP,Sudeste,Furto,Saque de Carga,Saque de Carga,1,,,
06/07/24,6,0.25,360,Manhã,381,ANTONIO DIAS,MG,Sudeste,Furto,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
06/07/24,22,0.916666667,1320,Noite,381,JOAO MONLEVADE,MG,Sudeste,Roubo,de Carga de Gado/Outros Animais,Gado/Outros Animais,1,,,
06/07/24,3,0.125,180,Noite,277,CANDOI,PR,Sul,Furto,De Carga de Alimentos,Alimentos,1,,,
07/07/24,0,0,0,Noite,116,BOA NOVA,BA,Nordeste,Furto,De Carga de Alimentos,Alimentos,1,,,
07/07/24,5,0.208333333,300,Noite,116,BOA NOVA,BA,Nordeste,Furto,De Carga de Alimentos,Alimentos,1,,,
07/07/24,15,0.625,900,Tarde,116,BARRA DO TURVO,SP,Sudeste,Furto,Saque de Carga,Saque de Carga,1,,,
07/07/24,22,0.916666667,1320,Noite,116,MIRACATU,SP,Sudeste,Roubo,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
08/07/24,19,0.791666667,1140,Noite,101,IBIRAPITANGA,BA,Nordeste,Roubo,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
08/07/24,3,0.125,180,Noite,381,ANTONIO DIAS,MG,Sudeste,Furto,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
08/07/24,7,0.291666667,420,Manhã,427,POMBAL,PB,Nordeste,Furto,De Carga de Alimentos,Alimentos,1,,,
08/07/24,5,0.208333333,300,Noite,116,JUQUITIBA,SP,Sudeste,Roubo,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
09/07/24,1,0.041666667,60,Noite,101,JABOATAO DOS GUARARAPES,PE,Nordeste,Roubo,De Carga de Alimentos,Alimentos,1,,,
09/07/24,19,0.791666667,1140,Noite,116,MIRACATU,SP,Sudeste,Furto,De Carga de Alimentos,Alimentos,1,,,
09/07/24,8,0.333333333,480,Manhã,116,BARRA DO TURVO,SP,Sudeste,Furto,Saque de Carga,Saque de Carga,1,,,
09/07/24,10,0.416666667,600,Manhã,116,REGISTRO,SP,Sudeste,Furto,Saque de Carga,Saque de Carga,1,,,
09/07/24,22,0.916666667,1320,Noite,116,BARRA DO TURVO,SP,Sudeste,Roubo,De Carga de Eletroeletrônicos,Eletroeletrônicos,1,,,
09/07/24,2,0.083333333,120,Noite,153,GUARAI,TO,Norte,Roubo,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
10/07/24,3,0.125,180,Noite,381,ITAPEVA,MG,Sudeste,Furto,De Carga de Alimentos,Alimentos,1,,,
10/07/24,6,0.25,360,Manhã,381,JOAO MONLEVADE,MG,Sudeste,Furto,De Carga de Alimentos,Alimentos,1,,,
10/07/24,1,0.041666667,60,Noite,381,NOVA ERA,MG,Sudeste,Furto,De Carga de Alimentos,Alimentos,1,,,
10/07/24,19,0.791666667,1140,Noite,381,ITAGUARA,MG,Sudeste,Roubo,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
10/07/24,3,0.125,180,Noite,381,ANTONIO DIAS,MG,Sudeste,Roubo,De Carga de Alimentos,Alimentos,1,,,
10/07/24,6,0.25,360,Manhã,381,JOAO MONLEVADE,MG,Sudeste,Roubo,De Carga de Alimentos,Alimentos,1,,,
10/07/24,1,0.041666667,60,Noite,Não Informado,NOVA ERA,MG,Sudeste,Roubo,De Carga de Alimentos,Alimentos,1,,,
10/07/24,10,0.416666667,600,Manhã,116,MIRACATU,SP,Sudeste,Roubo,De Carga de Alimentos,Alimentos,1,,,
10/07/24,14,0.583333333,840,Tarde,116,MIRACATU,SP,Sudeste,Roubo,De Carga de Alimentos,Alimentos,1,,,
11/07/24,6,0.25,360,Manhã,101,PORTO REAL DO COLEGIO,AL,Nordeste,Furto,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
11/07/24,21,0.875,1260,Noite,101,ARATACA,BA,Nordeste,Furto,de Carga de Bebidas,Bebidas,1,,,
11/07/24,7,0.291666667,420,Manhã,040,SANTOS DUMONT,MG,Sudeste,Furto,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
11/07/24,17,0.708333333,1020,Tarde,365,SAO GONCALO DO ABAETE,MG,Sudeste,Furto,De Carga de Alimentos,Alimentos,1,,,
11/07/24,7,0.291666667,420,Manhã,262,CAMPO FLORIDO,MG,Sudeste,Furto,Saque de Carga,Saque de Carga,1,,,
11/07/24,10,0.416666667,600,Manhã,277,NOVA LARANJEIRAS,PR,Sul,Furto,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
11/07/24,18,0.75,1080,Noite,116,CAJATI,SP,Sudeste,Furto,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
12/07/24,1,0.041666667,60,Noite,242,SEABRA,BA,Nordeste,Roubo,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
12/07/24,2,0.083333333,120,Noite,381,BOM JESUS DO AMPARO,MG,Sudeste,Furto,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
12/07/24,2,0.083333333,120,Noite,040,ITABIRITO,MG,Sudeste,Furto,De Carga de Medicamentos,Medicamentos,1,,,
12/07/24,0,0,0,Noite,381,ANTONIO DIAS,MG,Sudeste,Roubo,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
12/07/24,1,0.041666667,60,Noite,116,SAO LOURENCO DA SERRA,SP,Sudeste,Furto,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
12/07/24,23,0.958333333,1380,Noite,116,GUARULHOS,SP,Sudeste,Roubo,De Carga de Eletroeletrônicos,Eletroeletrônicos,1,,,
13/07/24,11,0.458333333,660,Manhã,116,SANTO ESTEVAO,BA,Nordeste,Furto,de Carga de Bebidas,Bebidas,1,,,
13/07/24,12,0.5,720,Tarde,222,ACAILANDIA,MA,Nordeste,Furto,Saque de Carga,Saque de Carga,1,,,
13/07/24,21,0.875,1260,Noite,381,BRUMADINHO,MG,Sudeste,Furto,Saque de Carga,Saque de Carga,1,,,
13/07/24,20,0.833333333,1200,Noite,381,SAO GONCALO DO RIO ABAIXO,MG,Sudeste,Roubo,De Carga de Alimentos,Alimentos,1,,,
14/07/24,4,0.166666667,240,Noite,381,NOVA ERA,MG,Sudeste,Furto,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
14/07/24,7,0.291666667,420,Manhã,381,ANTONIO DIAS,MG,Sudeste,Furto,De Carga de Alimentos,Alimentos,1,,,
14/07/24,1,0.041666667,60,Noite,153,PRATA,MG,Sudeste,Furto,De Carga de Eletrodomésticos,Eletrodomésticos,1,,,
15/07/24,16,0.666666667,960,Tarde,040,JOAO PINHEIRO,MG,Sudeste,Furto,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
15/07/24,3,0.125,180,Noite,050,UBERABA,MG,Sudeste,Roubo,De Carga de Alimentos,Alimentos,1,,,
15/07/24,6,0.25,360,Manhã,116,PINDAMONHANGABA,SP,Sudeste,Furto,Saque de Carga,Saque de Carga,1,,,
16/07/24,20,0.833333333,1200,Noite,101,ICONHA,ES,Sudeste,Furto,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
16/07/24,20,0.833333333,1200,Noite,259,COLATINA,ES,Sudeste,Roubo,De Carga de Eletrodomésticos,Eletrodomésticos,1,,,
16/07/24,5,0.208333333,300,Noite,040,CAPIM BRANCO,MG,Sudeste,Furto,de Carga de Bebidas,Bebidas,1,,,
16/07/24,3,0.125,180,Noite,116,CAMPINA GRANDE DO SUL,PR,Sul,Roubo,Saque de Carga,Saque de Carga,1,,,
16/07/24,20,0.833333333,1200,Noite,116,CAJATI,SP,Sudeste,Furto,de Carga de Gado/Outros Animais,Gado/Outros Animais,1,,,
17/07/24,3,0.125,180,Noite,116,CATUJI,MG,Sudeste,Furto,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
17/07/24,13,0.541666667,780,Tarde,040,LAGOA GRANDE,MG,Sudeste,Furto,De Carga de Alimentos,Alimentos,1,,,
17/07/24,23,0.958333333,1380,Noite,116,JUQUITIBA,SP,Sudeste,Furto,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
18/07/24,1,0.041666667,60,Noite,381,ITAPEVA,MG,Sudeste,Furto,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
18/07/24,16,0.666666667,960,Tarde,381,EXTREMA,MG,Sudeste,Furto,De Carga de Alimentos,Alimentos,1,,,
18/07/24,17,0.708333333,1020,Tarde,381,SABARA,MG,Sudeste,Roubo,de Carga de Bebidas,Bebidas,1,,,
18/07/24,6,0.25,360,Manhã,116,JUQUITIBA,SP,Sudeste,Roubo,Saque de Carga,Saque de Carga,1,,,
19/07/24,14,0.583333333,840,Tarde,116,ARACI,BA,Nordeste,Roubo,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
19/07/24,14,0.583333333,840,Tarde,116,ARACI,BA,Nordeste,Roubo,De Carga de Medicamentos,Medicamentos,1,,,
19/07/24,10,0.416666667,600,Manhã,116,MORADA NOVA,CE,Nordeste,Roubo,De Carga de Medicamentos,Medicamentos,1,,,
19/07/24,6,0.25,360,Manhã,153,CANAPOLIS,MG,Sudeste,Furto,De Carga de Alimentos,Alimentos,1,,,
19/07/24,10,0.416666667,600,Manhã,262,CAMPO FLORIDO,MG,Sudeste,Furto,Saque de Carga,Saque de Carga,1,,,
19/07/24,5,0.208333333,300,Noite,251,CACHOEIRA DE PAJEU,MG,Sudeste,Roubo,Saque de Carga,Saque de Carga,1,,,
19/07/24,2,0.083333333,120,Noite,116,MAFRA,SC,Sul,Furto,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
19/07/24,21,0.875,1260,Noite,116,JUQUITIBA,SP,Sudeste,Furto,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
19/07/24,15,0.625,900,Tarde,116,MIRACATU,SP,Sudeste,Furto,De Carga de Alimentos,Alimentos,1,,,
19/07/24,10,0.416666667,600,Manhã,116,CAJATI,SP,Sudeste,Furto,Saque de Carga,Saque de Carga,1,,,
20/07/24,2,0.083333333,120,Noite,153,CANAPOLIS,MG,Sudeste,Furto,De Carga de Alimentos,Alimentos,1,,,
20/07/24,15,0.625,900,Tarde,364,DIAMANTINO,MT,Centro-Oeste,Roubo,De Carga de Alimentos,Alimentos,1,,,
20/07/24,22,0.916666667,1320,Noite,230,FLORIANO,PI,Nordeste,Furto,De Carga de Combustíveis,Combustíveis,1,,,
20/07/24,12,0.5,720,Tarde,376,SAO JOSE DOS PINHAIS,PR,Sul,Roubo,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
20/07/24,11,0.458333333,660,Manhã,116,CAJATI,SP,Sudeste,Furto,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
20/07/24,19,0.791666667,1140,Noite,116,CAJATI,SP,Sudeste,Furto,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
21/07/24,20,0.833333333,1200,Noite,116,BOA NOVA,BA,Nordeste,Roubo,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
21/07/24,10,0.416666667,600,Manhã,Não Informado,GRAO MOGOL,MG,Sudeste,Roubo,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
21/07/24,7,0.291666667,420,Manhã,381,OLIVEIRA,MG,Sudeste,Roubo,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
21/07/24,14,0.583333333,840,Tarde,116,ITAPECERICA DA SERRA,SP,Sudeste,Furto,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
22/07/24,22,0.916666667,1320,Noite,381,EXTREMA,MG,Sudeste,Furto,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
22/07/24,21,0.875,1260,Noite,153,COMENDADOR GOMES,MG,Sudeste,Roubo,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
22/07/24,0,0,0,Noite,381,ESTIVA,MG,Sudeste,Roubo,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
22/07/24,21,0.875,1260,Noite,277,PALMEIRA,PR,Sul,Roubo,De Carga de Alimentos,Alimentos,1,,,
23/07/24,12,0.5,720,Tarde,116,MEDINA,MG,Sudeste,Furto,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
23/07/24,3,0.125,180,Noite,365,UBERLANDIA,MG,Sudeste,Furto,De Carga de Alimentos,Alimentos,1,,,
23/07/24,18,0.75,1080,Noite,373,CHOPINZINHO,PR,Sul,Furto,De Carga de Alimentos,Alimentos,1,,,
23/07/24,9,0.375,540,Manhã,116,CAMPINA GRANDE DO SUL,PR,Sul,Roubo,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
23/07/24,13,0.541666667,780,Tarde,364,ITAPUA DO OESTE,RO,Norte,Furto,de Carga de Bebidas,Bebidas,1,,,
23/07/24,21,0.875,1260,Noite,116,BARRA DO TURVO,SP,Sudeste,Roubo,Saque de Carga,Saque de Carga,1,,,
24/07/24,2,0.083333333,120,Noite,101,URUCUCA,BA,Nordeste,Roubo,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
24/07/24,6,0.25,360,Manhã,381,CAMBUI,MG,Sudeste,Furto,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
24/07/24,19,0.791666667,1140,Noite,381,OLIVEIRA,MG,Sudeste,Furto,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
24/07/24,6,0.25,360,Manhã,153,MONTE ALEGRE DE MINAS,MG,Sudeste,Furto,De Carga de Alimentos,Alimentos,1,,,
24/07/24,1,0.041666667,60,Noite,040,CAPIM BRANCO,MG,Sudeste,Roubo,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
25/07/24,4,0.166666667,240,Noite,381,SABARA,MG,Sudeste,Furto,de Carga de Bebidas,Bebidas,1,,,
25/07/24,3,0.125,180,Noite,153,MONTE ALEGRE DE MINAS,MG,Sudeste,Furto,De Carga de Eletrodomésticos,Eletrodomésticos,1,,,
25/07/24,19,0.791666667,1140,Noite,153,CANAPOLIS,MG,Sudeste,Roubo,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
25/07/24,10,0.416666667,600,Manhã,116,SAPUCAIA,RJ,Sudeste,Roubo,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
26/07/24,3,0.125,180,Noite,040,ITABIRITO,MG,Sudeste,Furto,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
26/07/24,13,0.541666667,780,Tarde,116,CATUJI,MG,Sudeste,Furto,Saque de Carga,Saque de Carga,1,,,
26/07/24,1,0.041666667,60,Noite,262,SAO DOMINGOS DO PRATA,MG,Sudeste,Roubo,de Carga de Bebidas,Bebidas,1,,,
26/07/24,1,0.041666667,60,Noite,376,TIJUCAS DO SUL,PR,Sul,Roubo,De Carga de Alimentos,Alimentos,1,,,
27/07/24,7,0.291666667,420,Manhã,116,LEOPOLDINA,MG,Sudeste,Furto,Saque de Carga,Saque de Carga,1,,,
27/07/24,20,0.833333333,1200,Noite,116,MANHUACU,MG,Sudeste,Furto,Saque de Carga,Saque de Carga,1,,,
27/07/24,18,0.75,1080,Noite,232,FLORES,PE,Nordeste,Roubo,De Carga de Alimentos,Alimentos,1,,,
27/07/24,15,0.625,900,Tarde,376,ORTIGUEIRA,PR,Sul,Furto,Saque de Carga,Saque de Carga,1,,,
28/07/24,16,0.666666667,960,Tarde,070,POXOREO,MT,Centro-Oeste,Furto,Saque de Carga,Saque de Carga,1,,,
29/07/24,20,0.833333333,1200,Noite,153,CANAPOLIS,MG,Sudeste,Roubo,De Carga de Alimentos,Alimentos,1,,,
29/07/24,17,0.708333333,1020,Tarde,376,ORTIGUEIRA,PR,Sul,Furto,De Carga de Alimentos,Alimentos,1,,,
29/07/24,2,0.083333333,120,Noite,277,PARANAGUA,PR,Sul,Furto,De Carga de Alimentos,Alimentos,1,,,
29/07/24,6,0.25,360,Manhã,376,GUARATUBA,PR,Sul,Roubo,De Carga de Alimentos,Alimentos,1,,,
30/07/24,22,0.916666667,1320,Noite,101,ITAPEMIRIM,ES,Sudeste,Roubo,De Carga de Eletroeletrônicos,Eletroeletrônicos,1,,,
30/07/24,14,0.583333333,840,Tarde,381,ITAPEVA,MG,Sudeste,Furto,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
30/07/24,2,0.083333333,120,Noite,381,NOVA ERA,MG,Sudeste,Roubo,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
30/07/24,23,0.958333333,1380,Noite,376,PALMEIRA,PR,Sul,Roubo,De Carga de Combustíveis,Combustíveis,1,,,
30/07/24,22,0.916666667,1320,Noite,493,DUQUE DE CAXIAS,RJ,Sudeste,Roubo,de Carga em Armazenamento ou Depósito,Armazenamento ou Depósito,1,,,
31/07/24,7,0.291666667,420,Manhã,381,ITAPEVA,MG,Sudeste,Furto,De Carga de Alimentos,Alimentos,1,,,
31/07/24,11,0.458333333,660,Manhã,381,SABARA,MG,Sudeste,Furto,De Carga de Alimentos,Alimentos,1,,,
31/07/24,22,0.916666667,1320,Noite,381,CARMOPOLIS DE MINAS,MG,Sudeste,Furto,Saque de Carga,Saque de Carga,1,,,
31/07/24,0,0,0,Noite,262,SACRAMENTO,MG,Sudeste,Roubo,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
31/07/24,5,0.208333333,300,Noite,040,OLIVEIRA FORTES,MG,Sudeste,Roubo,De Carga de Alimentos,Alimentos,1,,,
31/07/24,5,0.208333333,300,Noite,376,TIJUCAS DO SUL,PR,Sul,Roubo,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
31/07/24,21,0.875,1260,Noite,153,VARGEM BONITA,SC,Sul,Furto,De Carga de Alimentos,Alimentos,1,,,
01/08/24,3,0.125,180,Noite,040,RIBEIRAO DAS NEVES,MG,Sudeste,Roubo,De Carga de Alimentos,Alimentos,1,,,
01/08/24,9,0.375,540,Manhã,364,JUSCIMEIRA,MT,Centro-Oeste,Roubo,de Carga de Agrotóxicos,Agrotóxicos,1,,,
01/08/24,10,0.416666667,600,Manhã,116,MIRACATU,SP,Sudeste,Furto,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
01/08/24,12,0.5,720,Tarde,116,MIRACATU,SP,Sudeste,Furto,De Carga de Alimentos,Alimentos,1,,,
01/08/24,14,0.583333333,840,Tarde,116,MIRACATU,SP,Sudeste,Furto,De Carga de Eletrodomésticos,Eletrodomésticos,1,,,
02/08/24,3,0.125,180,Noite,381,ESTIVA,MG,Sudeste,Roubo,De Carga de Alimentos,Alimentos,1,,,
02/08/24,18,0.75,1080,Noite,376,GUARATUBA,PR,Sul,Furto,De Carga de Alimentos,Alimentos,1,,,
02/08/24,3,0.125,180,Noite,376,ORTIGUEIRA,PR,Sul,Roubo,De Carga de Alimentos,Alimentos,1,,,
02/08/24,11,0.458333333,660,Manhã,376,ORTIGUEIRA,PR,Sul,Roubo,De Carga de Alimentos,Alimentos,1,,,
03/08/24,7,0.291666667,420,Manhã,381,OLIVEIRA,MG,Sudeste,Furto,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
03/08/24,5,0.208333333,300,Noite,381,JOAO MONLEVADE,MG,Sudeste,Furto,de Carga de Bebidas,Bebidas,1,,,
03/08/24,6,0.25,360,Manhã,040,DUQUE DE CAXIAS,RJ,Sudeste,Roubo,De Carga de Alimentos,Alimentos,1,,,
04/08/24,2,0.083333333,120,Noite,040,CONTAGEM,MG,Sudeste,Furto,De Carga (Outras não relacionadas),Carga (Outras não relacionadas),1,,,
04/08/24,8,0.333333333,480,Manhã,381,EXTREMA,MG,Sudeste,Furto,De Carga de Alimentos,Alimentos,1,,,
04/08/24,15,0.625,900,Tarde,232,SERRA TALHADA,PE,Nordeste,Roubo,De Carga de Alimentos,Alimentos,1,,,
04/08/24,21,0.875,1260,Noite,116,CAJATI,SP,Sudeste,Furto,De Carga de Alimentos,Alimentos,1,,,
